rock,electronic,hiphop,classical,jazz,country,y_pred,y_true,index,audio_path
1.6254491e-07,1.172764e-05,0.00063041144,2.1136184e-05,6.992587e-07,0.9993358,rock,rock,42557,/project_data_source/free_music_archive/fma_large/091/091364.mp3
0.00034763,0.00921279,0.05042595,0.36925614,0.027932791,0.54282475,rock,hiphop,2385,/project_data_source/free_music_archive/fma_small/056/056496.mp3
0.9962858,1.4256972e-06,0.0017335005,2.6791762e-05,0.00054723676,0.0014052877,classical,classical,15869,/project_data_source/free_music_archive/fma_medium/058/058889.mp3
5.382566e-05,1.565317e-05,0.01783201,0.0011123084,0.00039586492,0.98059034,rock,electronic,45746,/project_data_source/free_music_archive/fma_large/120/120508.mp3
0.00032367022,9.615816e-07,0.2762076,0.0024082498,0.11768452,0.603375,rock,rock,12843,/project_data_source/free_music_archive/fma_medium/031/031317.mp3
6.5624926e-07,8.5792726e-07,0.007956726,7.563388e-05,0.00038987846,0.99157625,rock,rock,23027,/project_data_source/free_music_archive/fma_medium/126/126034.mp3
6.407856e-06,5.978851e-05,0.9976815,0.00045281218,6.7789942e-06,0.0017926575,electronic,electronic,19171,/project_data_source/free_music_archive/fma_medium/087/087225.mp3
0.00036380513,0.24548799,0.42304084,0.032410942,0.069584705,0.22911176,electronic,country,23460,/project_data_source/free_music_archive/fma_medium/129/129491.mp3
3.541808e-05,0.0002365534,0.545446,0.1387488,0.0037603176,0.31177294,electronic,electronic,25202,/project_data_source/free_music_archive/fma_medium/145/145916.mp3
0.00056276395,1.5612136e-06,0.033884034,0.0010804402,0.007454398,0.95701677,rock,rock,13441,/project_data_source/free_music_archive/fma_medium/037/037327.mp3
8.593722e-06,4.3928932e-05,0.91660607,0.002754608,0.00015786712,0.08042899,electronic,rock,20160,/project_data_source/free_music_archive/fma_medium/098/098240.mp3
2.6602842e-05,2.6625738e-05,0.05842967,0.0073386435,0.0017220372,0.9324564,rock,rock,24212,/project_data_source/free_music_archive/fma_medium/136/136112.mp3
2.6436776e-06,1.8338118e-06,0.003968165,0.99529546,1.6291791e-06,0.000730229,hiphop,hiphop,22776,/project_data_source/free_music_archive/fma_medium/123/123985.mp3
0.0023542973,0.0021458548,0.64429486,0.045197573,0.016300434,0.289707,electronic,electronic,19285,/project_data_source/free_music_archive/fma_medium/089/089524.mp3
0.00012913346,4.6039693e-07,0.72184366,0.0006144272,9.105897e-06,0.27740324,electronic,electronic,14597,/project_data_source/free_music_archive/fma_medium/048/048298.mp3
7.438319e-07,2.0221278e-06,0.99272656,0.005435725,3.478084e-05,0.0018002159,electronic,hiphop,4436,/project_data_source/free_music_archive/fma_small/098/098585.mp3
0.002791577,0.006317508,0.004157689,8.647337e-05,0.97354627,0.013100452,jazz,country,8202,/project_data_source/gtzan_dataset/Data/genres_original/country/country.00010.wav
7.704821e-05,0.0031514955,0.6878319,0.09076827,0.038171843,0.17999946,electronic,rock,34124,/project_data_source/free_music_archive/fma_large/040/040127.mp3
6.917088e-05,1.4880639e-05,0.96595585,0.02874567,0.00021091051,0.005003524,electronic,electronic,38294,/project_data_source/free_music_archive/fma_large/061/061751.mp3
7.1877854e-05,0.0004916914,0.029456781,0.0013473006,8.1722545e-05,0.9685506,rock,rock,27527,/project_data_source/free_music_archive/fma_large/004/004192.mp3
9.314721e-06,2.5431875e-08,0.0932272,0.9065976,1.9372735e-06,0.00016394143,hiphop,hiphop,41440,/project_data_source/free_music_archive/fma_large/082/082520.mp3
2.4905468e-05,9.1056637e-07,0.50550234,0.0041921525,3.3728993e-05,0.49024597,electronic,electronic,49078,/project_data_source/free_music_archive/fma_large/152/152063.mp3
1.9515364e-06,7.059468e-05,0.0018197347,0.0010494874,0.0003526911,0.9967056,rock,rock,20158,/project_data_source/free_music_archive/fma_medium/098/098220.mp3
0.26056024,5.9041413e-05,0.68759537,0.00018170399,0.0014179897,0.050185673,electronic,classical,45162,/project_data_source/free_music_archive/fma_large/116/116511.mp3
2.6554337e-06,0.00021618338,0.024303297,0.0006537986,0.0009544468,0.9738696,rock,rock,15507,/project_data_source/free_music_archive/fma_medium/055/055906.mp3
7.65532e-06,1.0545654e-06,0.021346577,0.00067437335,3.107989e-05,0.9779392,rock,electronic,31023,/project_data_source/free_music_archive/fma_large/023/023981.mp3
1.9805679e-05,1.5720677e-06,0.60579264,0.013380777,0.00014329862,0.3806619,electronic,rock,22296,/project_data_source/free_music_archive/fma_medium/120/120542.mp3
1.597744e-06,2.4021367e-05,0.90156925,0.08787372,8.389339e-06,0.0105229905,electronic,electronic,23709,/project_data_source/free_music_archive/fma_medium/130/130997.mp3
0.00033093945,1.7012444e-06,0.8758869,0.06264909,0.00018042147,0.060950935,electronic,electronic,18460,/project_data_source/free_music_archive/fma_medium/079/079686.mp3
1.2193507e-05,6.1541978e-06,0.06452353,0.0020475138,1.7625289e-05,0.933393,rock,rock,41470,/project_data_source/free_music_archive/fma_large/082/082717.mp3
0.4228953,0.004884824,0.33944884,0.00020323833,0.2218397,0.010728089,classical,electronic,12559,/project_data_source/free_music_archive/fma_medium/028/028534.mp3
0.0009641923,0.0042009796,0.48857,0.08204098,0.02968168,0.39454216,electronic,rock,26931,/project_data_source/free_music_archive/fma_large/001/001787.mp3
6.0372833e-05,0.23245552,0.17572863,0.02966262,0.0050761607,0.5570167,rock,jazz,24022,/project_data_source/free_music_archive/fma_medium/133/133422.mp3
5.0989424e-06,0.0013661514,0.09613282,0.86722344,6.2367086e-05,0.03521014,hiphop,electronic,49165,/project_data_source/free_music_archive/fma_large/152/152200.mp3
1.1829806e-05,2.3599824e-08,0.9792605,0.0011857467,9.4816365e-05,0.019447042,electronic,electronic,24612,/project_data_source/free_music_archive/fma_medium/139/139727.mp3
7.985474e-06,0.00034427116,0.0011589327,3.0545256e-05,5.1497045e-05,0.9984068,rock,rock,22789,/project_data_source/free_music_archive/fma_medium/124/124198.mp3
8.178341e-05,0.00026546538,0.9901534,0.00093824486,0.0036899392,0.0048711845,electronic,electronic,40677,/project_data_source/free_music_archive/fma_large/076/076445.mp3
5.629937e-07,5.2936784e-08,0.99830025,0.0011979054,8.182176e-06,0.00049310265,electronic,electronic,24682,/project_data_source/free_music_archive/fma_medium/140/140341.mp3
3.1859618e-05,8.4211354e-07,0.25200486,0.7476548,6.0170205e-06,0.00030164325,hiphop,hiphop,37784,/project_data_source/free_music_archive/fma_large/060/060022.mp3
1.8242005e-06,0.0033018305,0.079212345,0.0024704451,0.5819536,0.33305997,jazz,jazz,31498,/project_data_source/free_music_archive/fma_large/027/027127.mp3
0.0015671381,9.220789e-07,0.21222597,0.058607,9.668033e-05,0.7275023,rock,rock,5639,/project_data_source/free_music_archive/fma_small/117/117887.mp3
0.7816771,0.0020082518,0.04086265,0.0059564877,0.13055442,0.03894108,classical,classical,8149,/project_data_source/gtzan_dataset/Data/genres_original/classical/classical.00057.wav
1.631084e-05,6.482598e-06,0.8125323,0.15895228,5.9054433e-05,0.028433546,electronic,electronic,23422,/project_data_source/free_music_archive/fma_medium/129/129353.mp3
2.5027233e-05,5.6426125e-06,0.2008426,0.7770883,0.001480054,0.020558383,hiphop,hiphop,4345,/project_data_source/free_music_archive/fma_small/097/097568.mp3
4.135253e-05,0.0002525337,0.13874061,0.008859599,0.00070027367,0.8514057,rock,rock,25478,/project_data_source/free_music_archive/fma_medium/148/148599.mp3
3.2023305e-05,7.689243e-06,0.69641024,0.24645513,0.00011153741,0.056983374,electronic,electronic,23194,/project_data_source/free_music_archive/fma_medium/127/127075.mp3
0.99764663,3.883467e-05,0.0020484987,5.5983046e-06,1.4139128e-05,0.00024625906,classical,classical,11202,/project_data_source/free_music_archive/fma_medium/017/017794.mp3
3.864124e-08,1.6361295e-06,0.0039407904,5.547498e-05,2.2124148e-06,0.99599993,rock,rock,20159,/project_data_source/free_music_archive/fma_medium/098/098239.mp3
5.507568e-06,5.939155e-07,0.0086780675,0.00011339136,4.029273e-06,0.99119836,rock,rock,42136,/project_data_source/free_music_archive/fma_large/087/087148.mp3
0.00038890608,1.39585345e-05,0.8007222,0.0007235194,0.11352843,0.08462305,electronic,electronic,30979,/project_data_source/free_music_archive/fma_large/023/023570.mp3
6.8554764e-05,3.8273297e-06,0.0003865269,0.00037973913,6.277577e-06,0.99915504,rock,rock,39015,/project_data_source/free_music_archive/fma_large/065/065252.mp3
6.8172217e-06,9.747261e-06,0.0023770968,0.00015943122,2.1915408e-05,0.9974251,rock,rock,19458,/project_data_source/free_music_archive/fma_medium/091/091414.mp3
0.99994004,1.571838e-06,3.832388e-05,4.3894988e-07,3.870512e-06,1.5704018e-05,classical,classical,37636,/project_data_source/free_music_archive/fma_large/059/059043.mp3
3.639068e-05,0.98642886,0.0013880455,0.00019439825,0.011430423,0.0005218133,country,country,8218,/project_data_source/gtzan_dataset/Data/genres_original/country/country.00026.wav
0.0014511402,4.8201717e-05,0.7460888,0.026788881,0.0012474711,0.22437547,electronic,electronic,18773,/project_data_source/free_music_archive/fma_medium/082/082622.mp3
7.412187e-05,9.844184e-05,0.91216254,0.014152952,1.44061305e-05,0.073497586,electronic,electronic,24071,/project_data_source/free_music_archive/fma_medium/133/133846.mp3
4.8435446e-05,1.5767114e-06,0.7737579,0.1910426,8.588372e-05,0.035063602,electronic,electronic,11837,/project_data_source/free_music_archive/fma_medium/022/022039.mp3
8.392385e-06,0.06976748,0.026779216,0.0016118098,0.0026391374,0.89919394,rock,jazz,33432,/project_data_source/free_music_archive/fma_large/036/036151.mp3
7.560221e-05,0.0017790573,0.009049566,0.0057551926,0.0009960016,0.9823446,rock,rock,23854,/project_data_source/free_music_archive/fma_medium/132/132120.mp3
2.2972124e-05,1.0042882e-05,0.9818463,0.017108612,2.3950631e-06,0.0010097133,electronic,electronic,9969,/project_data_source/free_music_archive/fma_medium/009/009800.mp3
0.8872845,0.00020379933,0.0067001935,0.0001148779,0.072631165,0.03306542,classical,classical,37376,/project_data_source/free_music_archive/fma_large/058/058710.mp3
7.373196e-05,1.961559e-06,0.98927605,0.007886635,0.00026084462,0.0025007043,electronic,electronic,34827,/project_data_source/free_music_archive/fma_large/043/043840.mp3
0.00021496262,2.5053805e-06,0.68641156,0.0031406672,0.012724532,0.29750577,electronic,rock,6096,/project_data_source/free_music_archive/fma_small/123/123821.mp3
0.97459745,4.2997497e-05,0.023920624,3.706715e-05,0.00075584685,0.000646045,classical,classical,12514,/project_data_source/free_music_archive/fma_medium/028/028120.mp3
0.009535064,3.8778893e-05,0.80490327,0.00015294961,0.00029052014,0.18507938,electronic,electronic,20523,/project_data_source/free_music_archive/fma_medium/102/102161.mp3
1.0632764e-05,0.010102918,0.23720469,0.74560887,1.1395613e-05,0.007061491,hiphop,hiphop,15161,/project_data_source/free_music_archive/fma_medium/053/053375.mp3
5.143675e-06,0.00090759894,0.0045705214,7.270156e-05,0.00020730644,0.9942367,rock,rock,33256,/project_data_source/free_music_archive/fma_large/035/035468.mp3
4.230065e-05,0.00014302021,0.024626942,0.00043758174,0.0003461101,0.974404,rock,jazz,15990,/project_data_source/free_music_archive/fma_medium/059/059943.mp3
8.844615e-05,0.0057889293,0.43453628,0.04827167,0.005247898,0.50606674,rock,electronic,12989,/project_data_source/free_music_archive/fma_medium/032/032758.mp3
3.2900382e-06,0.00030318418,0.0068065682,0.0034162523,0.0017330358,0.98773766,rock,electronic,40633,/project_data_source/free_music_archive/fma_large/076/076149.mp3
0.00021476447,0.09168549,0.06866182,0.0054131066,0.0024673326,0.83155745,rock,rock,24444,/project_data_source/free_music_archive/fma_medium/138/138048.mp3
0.00022917743,0.002475126,0.021852108,0.005701311,0.0008187592,0.96892345,rock,rock,30588,/project_data_source/free_music_archive/fma_large/021/021070.mp3
2.0931588e-05,3.93307e-05,0.33423313,0.0072661117,0.00085786654,0.65758264,rock,rock,26072,/project_data_source/free_music_archive/fma_large/000/000328.mp3
1.2424424e-05,0.00018036936,0.059090555,0.07576193,7.340516e-05,0.86488134,rock,rock,40385,/project_data_source/free_music_archive/fma_large/075/075157.mp3
1.6339816e-07,0.0010251726,0.026189394,0.96191734,8.724552e-05,0.010780707,hiphop,hiphop,30407,/project_data_source/free_music_archive/fma_large/020/020237.mp3
6.6521025e-05,1.9146044e-06,0.19256926,0.8030858,2.1095275e-05,0.0042554294,hiphop,hiphop,46229,/project_data_source/free_music_archive/fma_large/124/124712.mp3
3.2725362e-07,6.2204725e-07,0.9986972,0.0007115676,7.005681e-05,0.00052025594,electronic,electronic,21762,/project_data_source/free_music_archive/fma_medium/115/115387.mp3
5.29087e-06,7.966797e-06,0.02997525,0.0002664121,1.7527296e-05,0.9697276,rock,rock,31889,/project_data_source/free_music_archive/fma_large/028/028878.mp3
0.47575662,0.0008037505,0.20065866,0.00036769945,0.039903887,0.28250945,classical,electronic,26277,/project_data_source/free_music_archive/fma_large/000/000657.mp3
0.00039943255,4.0323255e-07,0.14319971,0.3282243,2.8038497e-05,0.5281481,rock,hiphop,36649,/project_data_source/free_music_archive/fma_large/054/054010.mp3
9.895388e-05,2.8971353e-06,0.99236274,0.0057409178,2.9789976e-06,0.0017915124,electronic,electronic,15375,/project_data_source/free_music_archive/fma_medium/054/054882.mp3
1.1620705e-05,6.581741e-06,0.20408326,0.7924486,6.9079015e-06,0.0034430292,hiphop,electronic,20449,/project_data_source/free_music_archive/fma_medium/100/100524.mp3
2.11993e-05,0.04824959,0.041581593,0.0033824055,0.011684126,0.8950811,rock,rock,27291,/project_data_source/free_music_archive/fma_large/003/003668.mp3
9.888531e-07,1.838317e-06,0.00807854,0.0007488244,5.281058e-06,0.9911645,rock,rock,23016,/project_data_source/free_music_archive/fma_medium/125/125775.mp3
0.0030322322,0.00010228329,0.13994156,0.056770116,0.00075939775,0.79939437,rock,rock,43658,/project_data_source/free_music_archive/fma_large/104/104675.mp3
0.17319159,0.01229114,0.041693278,0.0004637044,0.5926389,0.17972136,jazz,classical,18212,/project_data_source/free_music_archive/fma_medium/075/075891.mp3
2.5951895e-05,3.282714e-07,0.9982383,0.001097154,1.6815704e-05,0.0006214423,electronic,electronic,10508,/project_data_source/free_music_archive/fma_medium/013/013365.mp3
4.6875937e-07,1.7004936e-07,0.003356014,0.9965833,9.559906e-06,5.0533283e-05,hiphop,hiphop,6738,/project_data_source/free_music_archive/fma_small/130/130650.mp3
5.2001296e-06,2.3826063e-07,0.92946184,0.06813129,0.00021443705,0.0021869782,electronic,electronic,24190,/project_data_source/free_music_archive/fma_medium/135/135811.mp3
1.5904021e-06,3.2345076e-07,0.034678046,7.7396995e-05,2.904313e-06,0.96523976,rock,electronic,12777,/project_data_source/free_music_archive/fma_medium/030/030737.mp3
8.009309e-05,9.1540113e-07,0.29035428,0.7003815,2.2855913e-05,0.009160348,hiphop,electronic,41246,/project_data_source/free_music_archive/fma_large/081/081856.mp3
1.7965673e-05,0.0083685815,0.08039437,0.00486505,0.0017075741,0.9046464,rock,rock,11934,/project_data_source/free_music_archive/fma_medium/022/022596.mp3
0.00013131178,1.6157201e-06,0.11551361,0.025923014,0.0005675946,0.8578629,rock,electronic,16614,/project_data_source/free_music_archive/fma_medium/064/064546.mp3
2.1370213e-06,5.887481e-08,0.9964714,0.0006048462,1.9341985e-06,0.0029196672,electronic,electronic,20693,/project_data_source/free_music_archive/fma_medium/105/105402.mp3
1.7527587e-06,7.867709e-09,0.98565626,0.014229358,8.558447e-06,0.00010403954,electronic,electronic,1241,/project_data_source/free_music_archive/fma_small/030/030895.mp3
0.0001603994,0.0006878065,0.07893328,0.013085415,0.0049732085,0.90215987,rock,rock,28550,/project_data_source/free_music_archive/fma_large/010/010725.mp3
6.390407e-05,6.233435e-08,0.88375217,0.11459423,7.966279e-06,0.0015817196,electronic,electronic,11712,/project_data_source/free_music_archive/fma_medium/021/021161.mp3
2.3831203e-06,6.689333e-08,0.004043109,0.9957688,1.4066835e-06,0.00018427115,hiphop,hiphop,7607,/project_data_source/free_music_archive/fma_small/144/144213.mp3
7.770614e-07,3.3070936e-07,0.0022992403,6.0411276e-05,5.6997633e-06,0.9976336,rock,rock,20205,/project_data_source/free_music_archive/fma_medium/098/098803.mp3
2.0495107e-05,0.00077190873,0.0132734915,0.0020780033,0.00010404422,0.983752,rock,rock,15047,/project_data_source/free_music_archive/fma_medium/052/052007.mp3
5.7489056e-06,0.00035160995,0.97587186,0.005546072,7.2827415e-06,0.018217402,electronic,electronic,12312,/project_data_source/free_music_archive/fma_medium/026/026477.mp3
6.034739e-06,0.0009541913,0.010680898,0.011008933,0.008639981,0.96871,rock,rock,4575,/project_data_source/free_music_archive/fma_small/104/104668.mp3
9.372261e-05,2.0685916e-07,0.8498991,0.089728184,0.00010705315,0.060171697,electronic,electronic,15835,/project_data_source/free_music_archive/fma_medium/058/058533.mp3
6.842865e-06,9.7015916e-05,0.11111131,0.00087755517,0.030819926,0.8570874,rock,rock,26934,/project_data_source/free_music_archive/fma_large/001/001790.mp3
1.9534786e-05,0.0009891604,0.003100454,0.0015544841,4.7462236e-06,0.9943316,rock,rock,20490,/project_data_source/free_music_archive/fma_medium/101/101128.mp3
2.162453e-06,1.0819026e-06,0.004999804,0.00010078837,2.066172e-06,0.99489415,rock,rock,40331,/project_data_source/free_music_archive/fma_large/075/075103.mp3
5.5798537e-05,0.005472102,0.0023683303,0.0016309476,0.12355537,0.86691743,rock,rock,9911,/project_data_source/free_music_archive/fma_medium/008/008452.mp3
1.386683e-06,4.6551966e-05,0.0014967397,0.0012460662,7.2256353e-06,0.99720204,rock,rock,10962,/project_data_source/free_music_archive/fma_medium/016/016296.mp3
1.4782171e-06,1.4644444e-05,0.0067151077,0.98850155,7.656222e-06,0.0047595794,hiphop,hiphop,736,/project_data_source/free_music_archive/fma_small/015/015210.mp3
1.4308638e-05,7.639396e-05,0.58560556,0.17080669,0.00019187444,0.24330515,electronic,classical,45273,/project_data_source/free_music_archive/fma_large/117/117213.mp3
0.000104140585,0.08350468,0.012964783,0.0019001927,0.012259982,0.8892662,rock,rock,27891,/project_data_source/free_music_archive/fma_large/006/006848.mp3
0.015430039,0.2501961,0.105323166,0.03155585,0.17147,0.42602482,rock,hiphop,7926,/project_data_source/free_music_archive/fma_small/149/149623.mp3
0.19845885,0.0002446812,0.7715422,0.0019226827,0.012758497,0.015073116,electronic,rock,47095,/project_data_source/free_music_archive/fma_large/132/132890.mp3
0.00012510695,2.4494211e-06,0.19146802,0.75386184,0.0008886208,0.053653944,hiphop,hiphop,23367,/project_data_source/free_music_archive/fma_medium/128/128924.mp3
4.4750695e-06,5.905188e-06,0.1096099,0.40928477,6.3450556e-05,0.48103142,rock,rock,19708,/project_data_source/free_music_archive/fma_medium/093/093573.mp3
0.00014260858,0.00019826507,0.9729301,0.0068186778,0.002167669,0.017742664,electronic,rock,42726,/project_data_source/free_music_archive/fma_large/093/093964.mp3
9.344855e-06,0.071526885,0.0017998634,0.00027571834,0.00013938281,0.9262487,rock,rock,20676,/project_data_source/free_music_archive/fma_medium/105/105114.mp3
7.910003e-06,1.1309354e-05,0.0043679024,0.9954373,2.637149e-06,0.0001729742,hiphop,hiphop,29126,/project_data_source/free_music_archive/fma_large/013/013743.mp3
2.4303188e-05,4.3644812e-07,0.44611362,0.2315118,0.003340564,0.31900927,electronic,rock,9867,/project_data_source/free_music_archive/fma_medium/008/008044.mp3
5.3185527e-06,3.7023017e-06,0.058615953,0.9411408,8.381793e-06,0.00022592212,hiphop,hiphop,16162,/project_data_source/free_music_archive/fma_medium/061/061162.mp3
1.3537931e-05,2.546072e-07,0.9999106,1.5191885e-05,4.9531855e-06,5.5481647e-05,electronic,electronic,13839,/project_data_source/free_music_archive/fma_medium/041/041460.mp3
0.0011152922,1.9696292e-05,0.72363216,0.017166212,0.0024848727,0.25558174,electronic,rock,23159,/project_data_source/free_music_archive/fma_medium/126/126984.mp3
2.8406746e-06,4.0914568e-08,0.97933495,0.020505624,2.6809178e-06,0.00015390944,electronic,electronic,5378,/project_data_source/free_music_archive/fma_small/114/114387.mp3
1.0123157e-05,3.6933168e-06,0.0985495,0.89905834,2.8689075e-05,0.0023497047,hiphop,hiphop,3867,/project_data_source/free_music_archive/fma_small/086/086415.mp3
1.0710819e-06,1.101502e-08,0.6382769,0.000595077,4.6907935e-06,0.3611223,electronic,rock,6630,/project_data_source/free_music_archive/fma_small/129/129094.mp3
0.00010335681,2.736807e-06,0.0014287126,0.00018110819,0.00011254361,0.99817157,rock,rock,35413,/project_data_source/free_music_archive/fma_large/047/047394.mp3
4.5174158e-05,8.207579e-06,0.26341617,0.10550509,0.00091669196,0.63010865,rock,electronic,3829,/project_data_source/free_music_archive/fma_small/085/085832.mp3
0.00059289316,8.217771e-06,0.012107842,0.00027557317,0.003990316,0.9830252,rock,rock,16244,/project_data_source/free_music_archive/fma_medium/061/061955.mp3
6.0512934e-06,7.431639e-05,0.019679138,0.0011337284,1.3593276e-05,0.9790932,rock,country,11387,/project_data_source/free_music_archive/fma_medium/019/019228.mp3
3.244269e-06,8.675757e-06,0.00048029862,5.2301108e-05,6.199613e-05,0.99939346,rock,rock,39046,/project_data_source/free_music_archive/fma_large/065/065300.mp3
2.3673407e-05,7.893469e-05,0.2982699,0.56830406,2.6493117e-05,0.1332969,hiphop,electronic,20418,/project_data_source/free_music_archive/fma_medium/099/099639.mp3
6.784707e-05,0.006150221,0.003942449,0.0012530199,7.0097965e-05,0.98851633,rock,rock,43500,/project_data_source/free_music_archive/fma_large/101/101137.mp3
2.9158395e-05,0.00019736285,0.0043587424,0.00012338997,2.1344053e-05,0.99526995,rock,rock,25204,/project_data_source/free_music_archive/fma_medium/145/145969.mp3
5.7817873e-05,5.463538e-06,0.9399028,0.0017378662,0.00540122,0.052894797,electronic,electronic,23782,/project_data_source/free_music_archive/fma_medium/131/131530.mp3
8.555775e-06,0.0022119079,0.0033859925,0.0019454452,0.012685103,0.979763,rock,rock,49306,/project_data_source/free_music_archive/fma_large/153/153193.mp3
1.4153927e-05,6.196291e-06,0.011316698,0.00032387496,5.223504e-05,0.9882868,rock,rock,38433,/project_data_source/free_music_archive/fma_large/062/062489.mp3
0.00010180153,0.00010253072,0.9489527,0.00012997836,0.0028477907,0.047865245,electronic,electronic,31021,/project_data_source/free_music_archive/fma_large/023/023979.mp3
5.6774206e-07,4.984741e-05,0.0006081432,0.00040186767,3.7828144e-05,0.9989017,rock,rock,39006,/project_data_source/free_music_archive/fma_large/065/065208.mp3
1.9917838e-06,3.3507527e-07,0.032426983,0.039566003,0.00034672127,0.92765796,rock,electronic,31349,/project_data_source/free_music_archive/fma_large/026/026357.mp3
0.0012630775,0.00030554397,0.017572835,0.0009454165,0.004859227,0.9750539,rock,rock,38559,/project_data_source/free_music_archive/fma_large/062/062946.mp3
7.1025647e-06,9.446533e-09,0.9992957,0.0002313286,7.036865e-07,0.0004650905,electronic,electronic,10753,/project_data_source/free_music_archive/fma_medium/014/014824.mp3
0.0008291863,5.025134e-05,0.0037885788,0.00083596865,6.478012e-05,0.9944312,rock,rock,13872,/project_data_source/free_music_archive/fma_medium/041/041876.mp3
0.9965419,1.5400967e-06,0.001690767,1.2076541e-05,3.9389623e-05,0.0017142323,classical,classical,37516,/project_data_source/free_music_archive/fma_large/058/058870.mp3
0.4108341,7.1410876e-05,0.3275084,0.0057946285,0.0007300252,0.25506148,classical,electronic,49293,/project_data_source/free_music_archive/fma_large/152/152712.mp3
2.5684834e-05,1.678396e-05,0.98518187,0.011195258,3.246864e-05,0.0035479418,electronic,electronic,17817,/project_data_source/free_music_archive/fma_medium/072/072027.mp3
8.153729e-06,5.181291e-07,0.038658775,0.0061696176,3.7703378e-06,0.9551592,rock,rock,14490,/project_data_source/free_music_archive/fma_medium/047/047521.mp3
